Analyte,Wavelength,Mermet_ax,Wash3,2ppm_Fe_ax,20ppmFe_ax,200ppmFe_ax,700ppmFe_ax,1000ppmFe_ax,2000ppmFe_ax,10000ppmFe_ax
Be 234.861,234.8277,11333.3,8016.9,41589.3,333599.6,3034458.9,9624091.4,12929564.8,26826805.4,42346913.7
Be 234.861,234.8349,8195.8,5858.0,27911.2,218894.4,1992970.8,6270915.6,8398469.7,13555523.0,29761081.2
Be 234.861,234.842,2248.7,2008.8,3533.6,17174.4,137910.1,440706.7,592799.3,979226.0,9417856.5
Be 234.861,234.8492,2239.6,2118.5,2682.5,7961.5,49943.5,161066.1,214872.7,351070.4,8311828.6
Be 234.861,234.8564,1881.7,1759.3,2203.9,6452.3,38596.1,124844.9,165158.2,265456.5,7442778.2
Be 234.861,234.8636,1879.9,1764.8,2174.7,6080.7,35433.7,113777.7,150030.7,239632.4,2003679.7
Be 234.861,234.8708,2405.5,2317.8,2554.7,4946.4,19456.3,62913.2,81209.3,127682.0,367364.9
Be 234.861,234.8779,2564.1,2496.2,2677.5,4636.3,15603.0,49801.4,63598.4,98734.5,213800.6
Be 234.861,234.8851,2666.4,2594.8,2761.7,4618.8,14067.7,45096.6,56914.8,86998.0,180503.5
Be 234.861,234.8923,2178.4,2096.1,2254.9,4098.2,12711.4,42423.2,53213.3,80746.0,166679.1
Be 234.861,234.8995,2141.7,2066.1,2218.5,3910.4,11895.2,39371.1,49367.0,74917.0,155629.1
Sn 235.485,235.4302,1363.1,1340.6,1455.4,1998.3,7958.1,19265.8,25040.5,39777.4,106556.9
Sn 235.485,235.4374,1470.6,1443.0,1578.2,2367.8,10632.3,27802.9,37099.2,61553.2,181645.3
Sn 235.485,235.4446,1938.4,1871.6,2640.8,9078.2,72042.4,230952.3,322145.1,577032.0,1875059.9
Sn 235.485,235.4518,1490.4,1425.0,1958.6,6172.8,47555.3,150110.5,207821.5,372862.6,1208428.0
Sn 235.485,235.459,1314.8,1287.6,1425.2,2271.0,11032.9,29550.5,39606.6,66857.7,203047.1
Sn 235.485,235.4662,1331.2,1301.3,1425.4,2131.0,9478.6,24373.9,32332.2,53549.3,159547.4
Sn 235.485,235.4734,1757.8,1732.0,1882.7,2779.3,12065.2,32567.4,44028.9,75314.8,237181.7
Sn 235.485,235.4806,2638.1,2563.4,3493.7,11263.1,87938.0,286197.8,404228.8,732773.0,2490518.8
Sn 235.485,235.4878,2871.3,2466.8,7162.5,47540.0,442024.7,1466492.2,2061267.5,3751139.3,19327637.3
Sn 235.485,235.495,2077.4,1992.5,2852.5,9889.3,79088.7,255268.4,356416.9,653682.9,2241616.0
Sn 235.485,235.5022,1453.6,1418.5,1568.8,2478.0,11914.8,32763.3,44328.3,76255.5,239969.6
Sn 235.485,235.5094,1370.6,1342.2,1462.4,2120.1,9122.1,23933.9,32016.3,53849.7,161684.0
Sn 235.485,235.5166,1545.1,1507.9,1789.8,3954.3,25571.0,78297.1,108499.7,192652.4,629199.1
Sn 235.485,235.5238,1522.6,1493.8,1744.4,3595.6,22068.0,66481.5,91500.7,162365.9,527259.6
Co 236.380,236.3235,2443.0,2426.7,2516.1,3392.0,11394.1,29405.5,38606.7,62557.3,129812.7
Co 236.380,236.3307,2389.4,2368.9,2466.5,3261.3,10731.9,27345.6,35754.0,57745.3,121504.7
Co 236.380,236.3379,2662.7,2651.3,2750.2,3616.8,11683.2,29870.3,39225.1,64098.4,145414.2
Co 236.380,236.3452,2355.2,2328.8,2431.6,3314.0,11429.5,29964.4,39536.5,65072.9,148515.6
Co 236.380,236.3524,2076.6,2040.2,2144.9,3028.9,11402.6,30595.1,40653.0,67623.6,158856.5
Co 236.380,236.3596,1939.3,1908.5,2016.4,3029.6,12478.4,34841.4,46802.7,79597.7,207584.6
Co 236.380,236.3669,1948.4,1901.8,2029.3,3058.1,12917.6,36394.3,49054.5,84133.5,225610.4
Co 236.380,236.3741,1975.0,1939.3,2094.0,3437.6,16296.7,47685.3,64916.3,112883.8,312654.1
Co 236.380,236.3813,2135.2,2081.7,2453.5,5640.7,36835.5,114932.3,158697.8,287317.2,882129.0
Co 236.380,236.3886,2675.2,2651.7,2900.9,5067.1,26323.3,79015.5,108189.8,193163.1,573005.0
Co 236.380,236.3958,2576.6,2556.9,2657.6,3487.5,11322.6,29788.9,39582.3,66409.5,160246.2
Co 236.380,236.403,2027.0,2006.3,2084.3,2806.8,9551.9,25137.5,33335.9,55226.1,121994.7
Co 236.380,236.4102,2007.2,1964.0,2062.9,2858.5,10371.4,27847.2,37095.0,61528.2,133054.2
Co 236.380,236.4175,1933.2,1911.9,2004.9,2839.2,10855.7,29585.1,39374.2,65627.2,141375.4
Al 237.313,237.2575,1735.5,1694.9,1813.0,2842.3,12330.8,34070.4,45430.5,75899.5,192353.9
Al 237.313,237.2648,1824.2,1778.6,2003.4,3895.0,21833.7,64761.6,88051.2,153629.2,442924.0
Al 237.313,237.2721,1844.6,1811.2,1934.9,2985.5,12743.5,34626.5,45956.9,76090.4,182292.1
Al 237.313,237.2793,1904.3,1861.3,1993.2,3117.0,13557.5,37205.0,49520.4,82074.1,195192.6
Al 237.313,237.2866,1873.1,1824.3,1930.0,2791.7,10807.3,28774.1,37930.6,61933.3,133964.3
Al 237.313,237.2938,1901.1,1861.3,1959.3,2839.8,10923.7,29062.3,38330.8,62311.4,131457.3
Al 237.313,237.3011,1971.2,1936.8,2067.8,3000.4,11800.8,31756.0,42028.5,68600.2,144115.2
Al 237.313,237.3084,1938.1,1870.8,2112.6,3143.7,13141.6,36072.6,47908.3,78596.7,166021.0
Al 237.313,237.3156,1924.2,1862.5,2102.7,3213.6,13941.9,38733.6,51677.8,85487.3,183080.1
Al 237.313,237.3229,1848.4,1806.9,1974.5,3256.9,15405.7,43655.0,58483.6,97027.4,208155.4
Al 237.313,237.3301,1852.1,1803.4,2012.1,3665.6,19478.6,57165.6,77077.4,129544.0,280356.1
Al 237.313,237.3374,1869.9,1812.5,2162.9,5090.7,33751.5,103810.9,141348.3,241964.2,505095.6
Al 237.313,237.3447,1815.0,1753.8,2088.3,4945.8,32779.1,100927.0,137365.9,236329.6,516313.3
Al 237.313,237.3519,1829.1,1755.9,2237.3,6296.6,46562.8,147539.3,204164.6,363326.2,965330.8
Fe 238.204,238.1486,1250.1,1209.4,1484.9,4639.4,27131.2,62450.9,74419.0,101660.2,219824.5
Fe 238.204,238.1559,1294.8,1249.6,1605.6,5440.5,33053.2,75623.1,89621.3,121528.6,263901.2
Fe 238.204,238.1632,1341.9,1274.7,1878.0,7841.0,51832.4,116498.2,137344.2,181406.7,372555.8
Fe 238.204,238.1705,1565.3,1437.6,2762.8,14861.9,104840.3,225743.1,260234.6,324294.4,575218.2
Fe 238.204,238.1778,1489.3,1380.6,2505.9,12852.1,92476.2,217643.1,264316.6,374997.9,987697.7
Fe 238.204,238.185,1720.0,1559.4,3290.4,19059.7,142805.2,345153.9,424722.4,620820.4,1750548.1
Fe 238.204,238.1923,3547.4,2889.5,11023.4,82456.9,653712.5,1580728.9,1923820.2,2660681.1,5940213.0
Fe 238.204,238.1996,48952.0,35446.5,202085.1,1661296.6,12472777.2,39473517.2,42429543.6,42956360.9,29402093.3
Fe 238.204,238.2069,32596.6,23298.5,130831.0,1061796.6,8008746.3,19418682.2,27632843.3,30944285.3,22260572.1
Fe 238.204,238.2142,2349.1,1963.1,6185.9,43245.4,336219.4,801741.4,975932.4,1399056.9,3556630.4
Fe 238.204,238.2215,1538.1,1413.0,2775.1,15321.6,112798.3,268641.5,327174.2,470178.7,1237269.6
Fe 238.204,238.2288,1472.6,1358.7,2599.7,14043.6,105653.7,269159.0,339994.6,522597.6,1557456.3
Fe 238.204,238.2361,1542.5,1391.0,2994.8,17666.7,137768.1,365466.4,470290.2,754382.1,2411179.9
Fe 238.204,238.2434,1179.3,1127.9,1563.6,6285.8,41091.5,98653.4,120313.8,174874.8,458353.5
Te 238.578,238.5219,1711.1,1658.9,1806.1,3063.0,14620.8,40952.7,54532.4,90922.2,243033.6
Te 238.578,238.5292,1776.3,1732.2,1849.0,2823.2,11750.5,31082.6,40756.6,65389.6,151373.1
Te 238.578,238.5365,1691.4,1636.9,1743.9,2733.4,11733.9,31384.8,41302.6,66769.4,159827.7
Te 238.578,238.5438,1629.5,1577.0,1682.7,2651.5,11362.1,30120.2,39553.9,63621.0,149769.7
Te 238.578,238.5511,1629.1,1567.0,1685.9,2712.6,11832.7,30385.2,39207.2,60870.1,132184.6
Te 238.578,238.5584,1638.2,1570.6,1729.5,3059.8,14500.2,35865.5,45331.0,67862.9,140100.9
Te 238.578,238.5657,1690.7,1626.5,1759.9,2888.6,12844.4,32790.6,42147.9,65137.5,138091.5
Te 238.578,238.57299999999998,1768.8,1704.4,1816.2,2725.5,10859.9,27850.7,36127.8,56648.9,121722.5
Te 238.578,238.5803,1673.3,1600.7,1708.3,2516.7,9851.0,25436.7,33107.0,52280.7,113485.7
Te 238.578,238.5876,1609.9,1546.9,1653.4,2511.5,10344.5,27131.1,35472.2,56710.3,130725.6
Te 238.578,238.5949,1616.4,1535.2,1649.0,2543.5,10698.6,28209.7,37001.4,59460.3,141713.8
Te 238.578,238.6022,1626.8,1531.7,1636.6,2429.4,9578.8,24610.7,32015.9,50536.0,112938.8
Te 238.578,238.6095,1623.3,1550.7,1642.3,2397.8,9131.2,23187.7,30034.8,47103.5,103223.7
Te 238.578,238.6168,1619.8,1551.3,1642.8,2393.2,9151.3,23200.2,30049.5,47076.2,104023.2
Co 238.892,238.8359,1850.6,1714.1,2467.8,9507.6,68211.2,216996.8,288986.4,466020.6,1024431.7
Co 238.892,238.8432,1884.1,1734.4,2663.2,11359.7,85180.9,274433.7,368761.8,610131.7,1498526.7
Co 238.892,238.8505,2036.5,1835.8,3228.6,15871.1,128601.1,406589.7,544507.7,868019.9,4557246.7
Co 238.892,238.8578,6588.9,4903.2,22328.9,174326.0,1609184.0,4997487.0,6664806.0,10302071.4,22317570.7
Co 238.892,238.8651,13439.7,9387.9,49977.9,401726.0,3675270.2,11423783.0,15122685.9,23151371.1,39901814.4
Co 238.892,238.8724,4225.5,3325.1,11844.8,86185.4,780154.9,2408187.7,3192164.7,4998552.9,15079102.6
Co 238.892,238.8797,1978.3,1827.4,2778.3,11462.1,85587.4,269885.6,356817.6,567076.7,1169766.8
Co 238.892,238.887,1826.7,1719.5,2185.2,6724.2,41479.3,131097.7,171538.0,266729.2,504989.4
Co 238.892,238.8944,1867.9,1754.0,2278.3,7239.8,45890.2,143802.1,187599.6,287635.8,487765.3
Co 238.892,238.9017,1785.3,1693.5,2045.7,5522.3,30201.2,95047.4,122800.6,187185.4,330570.6
Co 238.892,238.90900000000002,1775.8,1692.3,1903.7,4211.7,18018.6,57153.0,72484.7,108430.4,205115.4
Co 238.892,238.9163,1798.7,1716.1,1892.0,3939.6,15163.4,48073.0,60161.3,88855.9,170093.1
Co 238.892,238.9236,1773.1,1703.1,1864.0,3789.2,13976.8,44261.0,55119.5,80869.6,153471.0
Co 238.892,238.9309,1785.8,1712.8,1875.4,3725.6,13236.3,41686.0,51651.2,75194.1,146670.8
Fe 239.562,239.5213,1907.6,1828.5,2354.9,7611.3,49777.4,127835.7,158718.8,230073.8,516610.2
Fe 239.562,239.5286,1983.4,1887.3,2631.1,9990.5,69249.9,176245.3,217849.6,308739.1,666002.0
Fe 239.562,239.53599999999997,2285.8,2106.5,3859.0,19791.5,151059.5,380186.4,466658.7,646237.3,1291704.4
Fe 239.562,239.5433,3216.8,2813.7,7211.9,46634.5,410636.6,1279894.2,1750733.8,3033388.8,9221657.4
Fe 239.562,239.5506,4427.0,3648.7,12191.5,87774.8,802496.9,2583884.2,3571857.4,6366102.6,19913472.6
Fe 239.562,239.558,4978.9,4025.2,15120.7,112263.9,940169.0,2415371.6,2989390.3,4149327.2,8331171.4
Fe 239.562,239.5653,40183.0,29124.7,162644.3,1336691.3,10845403.3,37718998.5,42095841.2,34589049.1,34006213.1
Fe 239.562,239.5726,33756.7,24192.0,133199.8,1082255.6,8799460.7,29410389.9,33946027.5,28510753.0,29361408.7
Fe 239.562,239.5799,4200.7,3476.8,11404.6,80438.2,655994.7,1641703.7,1990117.2,2675968.5,4991879.8
Fe 239.562,239.5873,2405.9,2213.6,4128.2,21341.7,163553.6,411139.7,504110.4,701406.9,1499115.4
Fe 239.562,239.5946,2223.7,2069.7,3504.9,16556.7,123048.2,301761.4,365148.8,488799.0,914040.7
Fe 239.562,239.6019,2226.8,2082.0,3527.8,16760.2,123360.3,295055.3,351804.7,453025.8,725255.2
Fe 239.562,239.6093,2002.2,1918.4,2563.9,8944.1,59666.6,146838.5,178051.7,242528.7,477285.6
Fe 239.562,239.6166,1944.0,1881.2,2310.8,6693.5,40746.9,100864.5,122791.1,169978.8,352491.1
Fe 239.562,239.6239,1951.0,1887.5,2233.0,6013.6,35100.0,86232.7,104952.8,144647.5,290670.7
Fe 239.562,239.6313,1890.8,1837.3,2154.2,5633.0,32199.9,78876.8,95734.4,131860.8,259836.1
Fe 239.562,239.6386,1893.9,1840.2,2104.4,5192.3,28039.3,68568.8,83124.6,115159.2,232677.9
Fe 239.562,239.6459,1893.8,1838.3,2069.9,4877.6,25460.2,61911.7,75033.1,103990.2,209307.8
Fe 239.562,239.6532,1913.6,1864.9,2077.8,4652.6,23511.8,57093.0,69331.6,96156.8,192550.6
Fe 239.562,239.6606,1965.6,1916.3,2175.8,5218.1,27607.8,66592.6,80298.8,109198.8,205281.8
Fe 239.562,239.6679,1987.9,1930.3,2220.4,5595.8,31891.8,85444.1,109072.2,168714.6,433848.8
Fe 239.562,239.6752,2157.1,2101.6,2387.2,5743.6,32349.3,88313.2,113840.1,181138.8,489563.8
Fe 239.562,239.6826,1966.6,1926.6,2089.1,4346.7,20318.8,49316.8,59739.9,83983.4,173942.9
Fe 239.562,239.6899,1892.7,1854.0,1998.4,4156.4,19164.7,45820.3,55138.5,76046.6,147717.5
Fe 239.562,239.6972,1844.0,1798.5,1952.3,4067.2,18772.0,44925.5,54075.8,74592.6,144128.2
Fe 239.562,239.7046,1850.0,1805.0,1952.9,3980.4,17980.1,43120.5,52060.6,72322.4,143119.3
Fe 239.562,239.7119,1886.9,1849.5,1997.5,4011.3,17909.7,42869.1,51745.0,71830.8,140526.5
Fe 239.562,239.7192,2025.3,1986.2,2130.9,4132.0,18004.6,42852.5,51722.7,71720.0,139561.3
Fe 239.562,239.7265,1953.8,1910.2,2040.7,4016.5,17431.6,41451.3,49891.0,68897.1,131144.2
Fe 239.562,239.7339,1858.9,1819.5,1948.8,3803.7,16523.5,39254.9,47199.7,65249.0,124181.8
Ta 240.063,240.0069,1497.2,1468.8,1566.7,2424.1,10349.6,28192.1,37241.0,60497.2,132935.3
Ta 240.063,240.0143,1435.9,1398.2,1495.9,2260.9,9465.4,25548.2,33583.5,54248.2,116129.6
Ta 240.063,240.0216,1392.7,1366.1,1502.5,2701.8,14022.5,40400.3,54140.5,90367.9,223968.1
Ta 240.063,240.02900000000002,1512.7,1463.3,1838.2,5067.4,36479.8,114143.9,156938.9,281361.3,857219.5
Ta 240.063,240.0363,1478.1,1413.7,1859.6,5731.5,43355.5,135784.6,187067.2,338318.8,1039808.2
Ta 240.063,240.0437,1358.3,1332.3,1441.6,2363.0,11052.2,31004.1,41261.5,68901.3,167806.6
Ta 240.063,240.051,1364.4,1342.1,1414.6,2078.9,8250.4,21844.9,28571.0,46006.8,98087.3
Ta 240.063,240.0584,1382.1,1355.2,1426.7,2073.6,7973.6,20879.6,27220.2,43593.8,91719.0
Ta 240.063,240.0657,1375.3,1348.6,1423.9,2028.3,7648.0,19963.3,26059.9,41955.8,90307.5
Ta 240.063,240.0731,1369.8,1348.9,1416.4,1992.2,7336.2,19011.6,24774.1,39728.2,84636.2
Ta 240.063,240.0804,1372.9,1357.3,1424.6,2021.4,7569.6,19703.5,25668.6,41085.5,87437.6
Ta 240.063,240.0878,1372.3,1347.7,1420.0,2040.4,7753.8,20213.8,26348.6,42148.3,89310.3
Ta 240.063,240.0951,1364.4,1343.6,1416.8,2031.6,7750.9,20307.8,26517.5,42757.7,93121.4
Ta 240.063,240.1025,1345.5,1315.8,1392.9,2013.2,7802.2,20612.3,27070.2,44233.9,106430.7
Ru 240.272,240.21599999999998,1323.2,1294.6,1358.1,1965.5,7549.7,20144.5,27418.2,44004.0,114768.5
Ru 240.272,240.2234,1423.0,1389.8,1488.5,2330.6,10256.8,28586.4,39189.8,64757.3,177191.4
Ru 240.272,240.2307,1369.0,1352.4,1430.1,2096.3,8361.7,22587.1,30806.1,50072.6,131914.4
Ru 240.272,240.2381,1357.6,1337.2,1399.8,1967.7,7261.8,19034.6,25902.2,41284.4,105256.6
Ru 240.272,240.2454,1301.2,1280.9,1366.2,2101.6,9063.5,25265.1,34825.2,57960.6,166820.1
Ru 240.272,240.2528,1353.6,1314.1,1612.0,4153.9,29110.5,93693.9,134088.1,245872.7,927759.5
Ru 240.272,240.2601,1487.1,1385.6,2176.4,8902.5,75781.7,249092.3,361616.6,678234.7,2637126.7
Ru 240.272,240.2675,1307.6,1283.3,1418.9,2623.4,14220.9,42713.7,59764.7,105991.7,366096.3
Ru 240.272,240.2748,1290.3,1267.0,1337.6,1930.1,7427.8,19662.8,26676.1,42144.3,102921.4
Ru 240.272,240.2822,1258.6,1230.2,1294.2,1836.7,6875.8,17815.9,24097.6,37276.9,84431.9
Ru 240.272,240.2895,1264.4,1236.8,1297.6,1844.3,6963.1,18161.3,24571.3,38561.2,96524.2
Ru 240.272,240.2969,1268.3,1245.9,1304.6,1804.5,6372.0,16258.9,22039.3,34037.1,79496.0
Ru 240.272,240.3042,1281.6,1257.2,1316.8,1850.4,6786.7,17444.8,23585.2,35931.6,74597.3
Ru 240.272,240.3116,1246.8,1221.7,1274.9,1796.8,6597.4,16945.9,22873.2,34951.8,73218.2
Sn 242.170,242.1133,2112.0,2084.3,2178.3,2955.3,9891.2,23072.0,28796.3,41850.2,83703.6
Sn 242.170,242.1207,1906.3,1887.2,1975.0,2764.1,9621.3,22659.9,28266.7,41017.9,80666.5
Sn 242.170,242.1282,1915.8,1877.2,1978.0,2763.8,9697.7,22790.3,28437.8,41173.9,80474.3
Sn 242.170,242.1356,2020.7,2009.7,2107.2,2914.2,10022.4,23354.8,29056.4,41864.4,80344.6
Sn 242.170,242.143,2019.8,1992.8,2093.0,2937.7,10201.8,23769.7,29539.2,42307.1,80729.8
Sn 242.170,242.1504,1912.3,1886.6,1985.4,2857.9,10316.9,24191.0,30073.3,42987.6,81609.2
Sn 242.170,242.1578,1925.1,1897.5,2007.7,2919.0,10747.8,25186.6,31211.7,44489.3,83337.2
Sn 242.170,242.1652,1775.1,1736.2,1854.4,2797.8,10966.6,25960.9,32176.0,45680.3,85268.2
Sn 242.170,242.1726,1734.9,1693.9,1821.8,2795.1,11354.0,27176.7,33741.8,48366.1,92548.8
Sn 242.170,242.18,1716.6,1688.2,1810.8,2843.9,11823.3,28433.2,35317.1,50598.2,98030.0
Sn 242.170,242.1874,1760.7,1724.0,1882.3,3294.0,15464.4,37948.8,47389.7,68332.4,139198.8
Sn 242.170,242.1948,1793.2,1753.0,1946.5,3550.7,17302.5,40838.5,49721.4,67401.9,113237.9
Sn 242.170,242.2023,1757.8,1716.8,1858.8,2974.4,12521.7,29495.8,36196.6,50288.9,88810.0
Sn 242.170,242.2097,1748.6,1718.9,1833.9,2792.8,11121.0,26205.5,32306.1,45427.7,82357.7
Au 242.795,242.7384,1729.3,1700.6,1748.8,2096.7,5421.6,12924.2,17745.4,27895.2,67012.7
Au 242.795,242.7458,1726.2,1704.6,1740.7,2074.1,5113.8,11953.6,16395.2,25454.7,60107.4
Au 242.795,242.7532,1587.6,1570.8,1599.4,1930.1,4916.5,11622.6,15892.0,24760.4,58360.8
Au 242.795,242.7607,1590.9,1572.7,1601.1,1930.0,4887.1,11547.0,15745.6,24544.0,58183.4
Au 242.795,242.7681,1530.6,1507.9,1546.2,1860.8,4848.5,11532.3,15816.8,24671.3,58456.5
Au 242.795,242.7755,1494.3,1467.5,1513.9,1829.4,4809.2,11474.7,15772.9,24608.1,58082.5
Au 242.795,242.783,1519.5,1493.9,1524.3,1848.5,4783.9,11357.1,15557.9,24166.9,56481.8
Au 242.795,242.7904,1517.1,1477.9,1517.2,1832.2,4800.4,11425.8,15687.8,24354.2,57565.1
Au 242.795,242.7978,1481.5,1453.4,1506.2,1876.6,5401.3,13331.0,18309.6,28990.2,72870.7
Au 242.795,242.8052,1540.9,1511.1,1569.6,2083.9,6820.2,17959.9,24825.7,40981.8,114700.5
Au 242.795,242.8127,1641.8,1624.4,1666.7,2062.1,5761.8,14302.5,19640.7,31488.4,81998.9
Au 242.795,242.8201,1849.2,1825.2,1903.8,2630.4,9430.1,26127.8,36189.4,61282.0,177652.5
Au 242.795,242.8275,1606.4,1557.2,1935.3,5196.5,36995.3,117757.6,166024.4,296244.5,943629.1
Au 242.795,242.835,1649.9,1566.3,2239.5,8011.6,64505.7,205922.8,291438.3,524311.6,1678219.6
Ag 243.778,243.7217,2641.0,2594.5,2816.7,4676.5,22800.3,67427.8,92017.7,159510.1,480220.6
Ag 243.778,243.7291,2571.4,2531.8,2746.3,4583.5,22444.5,65858.5,89485.2,153674.5,448692.8
Ag 243.778,243.7366,2549.2,2504.1,2648.0,3881.8,15634.7,43291.3,57751.5,95601.7,242420.5
Ag 243.778,243.74400000000003,2621.0,2584.4,2677.8,3509.9,11339.8,29209.5,38276.7,61104.8,134931.8
Ag 243.778,243.7515,2859.7,2824.3,2897.5,3612.4,10312.3,25569.5,33327.0,52894.1,114967.5
Ag 243.778,243.75900000000001,2759.1,2723.7,2807.1,3578.2,10903.5,27846.1,36682.0,59269.9,137927.9
Ag 243.778,243.7664,3089.4,3066.3,3157.4,4033.4,12214.4,31538.2,41746.3,68570.8,169764.3
Ag 243.778,243.7739,2782.3,2746.2,2829.5,3547.7,10291.4,25896.4,33973.2,54649.7,124187.0
Ag 243.778,243.7813,2633.7,2598.7,2690.1,3423.8,10399.0,26601.7,34973.6,56330.0,124246.5
Ag 243.778,243.7888,2615.7,2576.7,2660.0,3392.2,10265.6,26256.8,34546.8,55646.4,123233.5
Ag 243.778,243.7963,2678.7,2643.4,2711.5,3373.1,9622.9,23994.4,31429.3,50478.8,114378.8
Ag 243.778,243.8037,2663.4,2628.0,2708.8,3395.4,9939.0,25331.8,33521.4,55099.0,144706.8
Ag 243.778,243.8112,2933.0,2882.1,3055.4,4450.8,18101.7,52529.0,72484.0,129432.3,493286.4
Ag 243.778,243.8186,3160.4,3127.6,3256.5,4244.5,13708.0,36901.6,49935.9,86624.7,296040.3
Pd 248.892,248.8197,4494.5,3613.3,13346.7,95987.5,874657.3,2608519.5,3472125.5,5589181.6,11937638.0
Pd 248.892,248.8273,1877.7,1799.7,2339.7,6604.2,47674.3,143079.3,194441.1,335325.6,915224.1
Pd 248.892,248.8349,1778.8,1736.9,2007.1,3991.3,23084.9,64850.8,86908.6,151418.6,399986.3
Pd 248.892,248.8426,1770.2,1727.6,1956.7,3460.3,17897.8,47620.9,62759.3,108269.4,259249.1
Pd 248.892,248.8502,1877.3,1842.7,2077.2,3722.3,19393.5,51312.1,67360.0,113649.3,238711.2
Pd 248.892,248.8578,1765.8,1737.6,1900.9,2928.8,12897.0,32033.8,41631.8,73198.2,170558.7
Pd 248.892,248.8654,1727.2,1699.2,1847.0,2742.7,11290.5,26955.0,34618.9,61419.0,141382.5
Pd 248.892,248.873,1734.5,1709.2,1851.9,2658.1,10544.8,25068.9,32189.2,57953.5,134419.4
Pd 248.892,248.8807,1736.2,1711.7,1849.4,2691.1,10829.5,25767.0,33117.9,59503.5,140582.5
Pd 248.892,248.8883,1760.8,1734.5,1933.5,3329.1,16914.4,46479.6,62857.5,115821.1,377495.7
Pd 248.892,248.8959,1780.6,1736.8,2057.6,4377.7,27009.3,80474.5,111214.9,207828.6,762649.5
Pd 248.892,248.9035,1777.6,1741.1,1917.0,2986.5,13475.6,34826.0,46203.3,85209.6,251757.1
Pd 248.892,248.9111,1790.7,1764.5,1936.6,3025.1,13727.8,35327.4,46766.4,85808.8,246853.6
Pd 248.892,248.9188,1747.6,1723.5,1859.2,2712.3,11147.3,27118.0,35222.1,64419.2,159956.9
Pd 248.892,248.9264,1745.7,1723.6,1861.7,2659.2,10485.7,24945.9,32214.8,59193.7,145433.6
Pd 248.892,248.93400000000003,1730.9,1703.7,1851.6,2787.3,12005.9,30398.5,40133.5,74308.4,198932.4
Pd 248.892,248.9416,1842.9,1788.0,2330.1,6747.8,49899.7,156797.1,218256.9,399124.3,1279699.3
Pd 248.892,248.9492,1987.4,1863.1,3053.3,12897.5,108504.1,349270.6,486672.2,892924.9,2934831.4
Pd 248.892,248.9569,1674.1,1640.0,1881.7,3601.6,20445.7,58785.8,80086.3,148307.7,465674.0
Pd 248.892,248.9645,1691.2,1654.1,1983.9,4443.5,29135.9,90235.5,127141.8,239424.4,823633.8
Pd 248.892,248.9721,2493.4,2219.2,5388.2,32582.4,300485.8,1014999.9,1453613.7,2722141.2,9142047.4
Pd 248.892,248.9797,2508.0,2226.2,5476.6,33211.7,304581.0,1010543.9,1424829.4,2640571.1,8674598.0
B 249.677,249.582,2204.1,2177.9,2324.1,3732.9,16862.7,51356.2,71395.9,127668.1,467014.3
B 249.677,249.5903,2248.7,2204.8,2337.2,3499.8,14279.1,42475.3,58415.7,103644.8,373318.3
B 249.677,249.5986,2287.6,2255.2,2349.8,3177.1,10608.7,30055.8,40674.7,70040.5,232093.6
B 249.677,249.6069,2422.7,2384.5,2494.1,3541.5,13085.3,37908.4,51839.0,90923.4,316625.6
B 249.677,249.6152,2381.9,2346.7,2418.3,3071.0,8803.9,23598.5,31479.8,52981.4,165186.0
B 249.677,249.6235,2417.7,2389.0,2448.4,3001.6,7789.9,20141.1,26533.8,43758.8,130434.2
B 249.677,249.6318,2441.9,2411.1,2464.8,3024.1,7818.6,20305.9,26691.9,44020.5,131658.8
B 249.677,249.6401,2442.9,2404.1,2494.9,3311.5,10727.2,30313.9,41382.2,71981.3,255509.2
B 249.677,249.6484,2620.0,2546.4,3028.3,7258.4,48079.2,157720.7,225641.8,422696.3,1810164.2
B 249.677,249.6567,2633.9,2584.7,2913.5,5882.0,34210.6,109507.9,155061.6,289305.5,1228195.5
B 249.677,249.665,2700.9,2678.6,2782.8,3543.5,10202.0,27552.1,36919.6,63102.0,212193.1
B 249.677,249.6733,3390.2,3445.1,3577.6,4147.0,8861.7,20899.2,26889.3,43323.1,120520.1
B 249.677,249.6816,3127.3,3146.1,3232.0,3783.6,8445.9,20378.7,26384.3,42509.8,118639.9
B 249.677,249.6899,2872.7,2856.8,2937.3,3628.3,9801.5,25772.1,34294.1,57529.8,181826.0
B 249.677,249.6982,2611.5,2583.0,2695.2,3740.4,13389.9,38387.4,52363.0,91464.0,320410.1
B 249.677,249.7065,2591.0,2561.9,2638.5,3308.2,9157.5,24150.9,31956.9,53139.7,157210.2
B 249.677,249.7148,2714.7,2687.1,2732.5,3305.7,8096.5,20303.6,26429.8,42540.7,112596.6
B 249.677,249.7231,2619.3,2585.8,2660.8,3336.7,9335.2,24659.7,32550.4,53837.3,150518.5
B 249.677,249.7314,2633.1,2599.5,2681.6,3447.2,10203.3,27432.1,36471.4,60913.0,174072.4
B 249.677,249.7397,2646.2,2613.0,2688.0,3300.1,8569.6,21923.7,28691.0,46539.5,123318.3
B 249.677,249.748,2681.2,2653.4,2718.5,3342.5,8693.9,22239.7,29103.6,47213.2,124951.9
B 249.677,249.7563,2776.7,2743.2,2833.0,3502.7,9313.9,24083.9,31676.0,51877.2,140916.3
